carat,cut,color,clarity,depth,table,price,x,y,z
0.31,,I,VVS1,62.8,,571.0,,,
,Ideal,D,SI1,62.6,,,4.33,4.36,2.72
0.31,Premium,D,SI1,61.4,,571.0,4.34,,2.68
,Good,D,SI1,63.5,58.0,,4.27,4.3,2.72
0.31,Very Good,D,SI1,63.0,54.0,,,4.35,2.73
0.31,,,SI1,63.7,,571.0,,,2.76
0.31,,D,SI1,61.8,56.0,571.0,4.34,4.37,2.69
0.31,Ideal,D,SI1,62.1,56.0,,4.33,4.37,2.7
0.31,,D,SI1,,56.0,,4.37,4.4,2.64
0.31,Ideal,D,SI1,61.1,56.0,,4.36,4.38,2.67
0.31,Ideal,,,,55.0,571.0,4.37,4.49,
0.31,,,,60.8,56.0,571.0,,4.37,2.64
,,,VVS1,61.0,58.0,571.0,4.33,4.39,2.66
0.31,Ideal,D,SI1,62.4,56.0,,,4.35,
0.31,Good,I,VVS1,,59.0,571.0,,,2.7
0.31,Good,D,SI1,,54.0,571.0,4.27,4.3,2.74
0.31,Ideal,,,62.6,57.0,571.0,4.3,4.32,
,Ideal,,,62.1,56.0,571.0,,4.38,
0.31,Ideal,D,SI1,,56.0,,,,2.67
,Good,G,,63.6,56.0,,6.14,6.09,3.89
0.72,Very Good,,VVS1,59.9,57.0,,,5.86,3.5
1.01,Very Good,I,SI1,58.8,,3610.0,6.52,6.57,3.85
0.92,Ideal,I,,62.1,,3610.0,6.24,6.29,3.89
0.75,,F,SI1,60.8,,,,5.9,3.58
0.96,Good,,,,62.0,,,6.39,3.66
0.7,,H,,60.9,57.0,3611.0,5.7,5.78,3.5
1.01,,,SI2,63.9,,3611.0,6.37,6.31,4.05
1.04,,H,,62.4,58.0,3611.0,6.49,6.4,4.02
0.71,Very Good,,VVS2,62.0,,3612.0,,5.74,3.55
0.7,Ideal,E,VS2,61.7,55.0,3612.0,5.7,5.74,3.53
,Premium,E,SI2,59.9,55.0,3612.0,,6.4,
0.92,Very Good,D,,62.5,59.0,,,6.24,
0.78,Ideal,G,VS2,61.7,56.0,,5.89,5.94,
0.9,Fair,,SI2,,,,6.01,,3.9
1.15,,G,,,57.0,,6.7,6.65,
0.72,,G,IF,60.7,56.0,3614.0,5.78,5.81,3.52
,Good,J,,58.7,,3614.0,6.47,,3.81
1.09,,,I1,61.0,56.0,3614.0,6.66,,4.05
0.91,Very Good,G,SI2,62.9,54.0,3615.0,,6.22,3.89
,Very Good,G,SI1,63.8,53.0,,,,
0.9,Very Good,G,SI1,63.4,,3615.0,6.11,,3.89
1.05,Fair,F,,66.0,,3615.0,6.3,6.22,
0.73,,,SI1,,57.0,,5.81,5.83,3.57
0.9,,,SI1,64.5,57.0,,6.04,6.09,3.91
0.9,,G,,65.0,,3615.0,5.96,6.01,3.89
1.09,Ideal,J,,62.5,55.0,3615.0,,6.58,4.13
1.05,Ideal,J,,,57.0,3616.0,6.55,6.51,
0.74,,,VVS2,61.9,59.0,3616.0,5.74,5.77,
0.73,Good,F,,59.5,,3616.0,5.8,,
,Good,,SI1,59.5,61.0,3616.0,,6.52,3.86
0.9,Premium,J,VVS1,,,3617.0,6.19,6.11,3.81
,Fair,H,,,,,6.43,6.36,4.16
0.91,Premium,F,,62.6,56.0,3618.0,6.18,6.13,3.85
0.92,Premium,H,SI1,,,3618.0,,,
0.92,Very Good,G,SI2,,62.0,3618.0,,6.36,3.77
0.91,Very Good,,VVS2,,,3618.0,6.1,,
,,D,,62.8,53.4,3618.0,5.64,5.68,3.55
0.7,Ideal,D,VS1,63.1,54.0,3618.0,5.62,,3.56
0.71,Premium,,VVS2,,58.0,,5.92,5.84,3.53
0.91,Premium,F,SI2,61.4,,3618.0,6.23,6.21,3.82
0.9,,F,SI2,61.9,56.0,,6.18,6.23,
0.9,Premium,,SI2,61.4,58.0,,6.13,6.19,
0.72,,D,VS1,59.4,,,5.85,5.9,3.49
0.88,Ideal,F,,,56.0,3619.0,6.11,,3.82
1.01,Very Good,J,VS2,63.3,54.0,3620.0,6.42,,
1.01,Good,I,VS2,63.6,57.0,,6.3,,
,Good,,SI2,63.8,56.0,3620.0,6.32,,4.0
0.73,Premium,,VS1,60.0,,,5.86,,3.53
,,I,VS1,59.5,62.0,3620.0,6.3,6.24,3.73
1.01,Premium,H,,60.1,58.0,3620.0,6.55,6.52,3.93
0.93,,F,,,60.0,3620.0,6.39,6.36,3.79
0.73,,,VS1,61.2,57.0,3620.0,,,
0.82,Very Good,F,VS2,58.7,58.0,,,6.2,3.61
0.9,Good,F,SI2,61.3,59.0,3621.0,,6.15,3.76
,Very Good,D,VVS2,62.3,56.0,,5.66,5.7,3.54
0.7,Very Good,D,VVS2,61.1,57.0,,,5.75,
,Very Good,F,VVS1,63.1,,3622.0,5.6,5.66,3.55
0.72,Ideal,D,VS1,61.4,,3622.0,5.8,5.82,3.57
0.72,Ideal,,VS1,62.3,,3622.0,5.74,5.79,
0.8,,E,SI1,62.3,54.0,3622.0,,5.97,3.71
,Ideal,E,,61.8,58.0,3622.0,5.99,6.05,
0.98,Fair,F,SI1,61.8,66.0,3622.0,6.38,,3.91
,Very Good,E,IF,63.4,58.0,3622.0,5.64,5.59,3.56
,Ideal,,I1,,56.9,3623.0,6.62,6.68,
0.92,Premium,H,SI1,,,3624.0,,,3.87
0.94,,,SI2,62.7,61.0,3624.0,6.21,6.24,3.9
0.9,,,SI1,63.1,58.0,3624.0,6.09,6.15,3.86
0.81,,F,,61.9,55.0,3624.0,6.0,5.95,3.7
0.81,Ideal,,VS2,61.8,55.0,3624.0,5.96,5.92,3.67
0.75,Ideal,D,VS2,61.7,55.0,3625.0,5.82,5.85,3.6
0.92,Very Good,F,SI2,,60.0,,6.26,,3.76
,Ideal,D,,62.3,54.0,3625.0,5.4,5.45,3.38
0.9,Premium,E,SI1,60.7,61.0,,6.19,6.17,
0.83,Premium,E,VS2,,59.0,3625.0,,6.02,
0.83,Ideal,E,VS2,61.8,57.0,3625.0,,6.03,3.73
0.9,Good,E,SI1,60.8,,3625.0,,6.18,
0.71,Very Good,F,VVS1,62.7,58.0,3626.0,5.67,5.72,3.57
1.01,,G,SI2,63.6,58.0,3626.0,6.31,6.37,
1.01,,G,SI2,63.7,58.0,3626.0,6.31,6.35,4.03
,,H,SI2,64.5,58.0,,,5.96,3.86
,Premium,E,VS2,,59.0,3628.0,5.9,5.86,3.65
1.0,Ideal,,SI2,58.8,55.0,3629.0,6.53,6.46,
1.0,,I,,58.8,,,6.53,6.46,3.82
0.9,,,,61.5,58.0,3629.0,6.19,6.23,
,Ideal,,,62.5,,3629.0,,5.74,3.58
0.9,Fair,G,SI1,64.5,57.0,,6.07,,3.9
0.9,Ideal,H,,62.8,57.0,3629.0,6.16,6.14,3.86
0.9,,,SI1,,56.0,3629.0,,,3.78
0.9,Premium,H,SI1,61.9,58.0,3629.0,6.2,6.15,
0.9,,H,,60.0,59.0,3629.0,6.23,,3.72
1.08,Ideal,H,SI2,62.0,57.0,,6.65,6.55,4.06
,Premium,F,SI2,58.4,62.0,3629.0,6.37,6.34,3.71
,,,SI2,60.3,63.0,,6.28,6.21,3.77
0.8,Ideal,E,SI1,,56.0,,5.99,6.04,3.71
1.0,Fair,G,,67.7,57.0,,,6.15,4.11
,Very Good,,SI2,62.5,59.0,,6.16,6.23,
0.9,Very Good,,,59.8,53.0,3632.0,6.2,6.25,3.72
0.91,Good,E,,64.3,,,6.0,,3.87
0.74,,E,VVS2,61.9,,,5.79,,3.59
1.02,Good,F,SI2,59.6,64.0,3633.0,6.58,6.55,3.91
1.06,Fair,G,SI2,65.3,,3633.0,6.33,6.25,4.11
1.02,Fair,,SI2,66.6,58.0,3633.0,6.21,6.14,
1.02,Good,F,,64.2,61.0,3633.0,6.3,6.21,4.02
0.94,Very Good,,SI2,,,3634.0,6.28,,3.91
1.0,Premium,,SI2,,60.0,,6.38,6.3,3.93
,Fair,D,SI2,65.2,,3634.0,6.27,,4.07
,Good,D,SI2,64.0,59.0,3634.0,6.29,,4.01
1.0,Fair,G,SI1,,59.0,,6.32,6.27,3.97
1.0,,G,SI1,60.1,61.0,3634.0,6.44,6.4,3.86
1.0,,G,SI1,60.1,61.0,3634.0,6.44,6.4,
,,J,SI2,,58.0,3634.0,6.48,,
1.0,Good,,SI2,63.9,56.0,3634.0,6.32,6.27,4.02
1.03,Ideal,F,I1,61.0,56.0,3634.0,6.58,6.52,
1.03,Ideal,H,,60.8,56.0,3634.0,,6.47,3.96
0.91,Ideal,H,,62.4,57.0,3635.0,6.18,6.23,3.87
0.74,Ideal,G,,61.2,56.0,,5.83,,3.58
0.74,Ideal,,VS1,,55.0,3635.0,5.84,5.91,3.58
1.12,,J,,,57.0,,6.55,,
0.91,Very Good,E,SI2,60.3,,3638.0,,6.25,3.78
,,J,SI2,62.2,61.0,,6.41,6.48,4.01
0.91,Premium,E,,,59.0,3639.0,6.24,6.2,
,Premium,E,SI2,62.8,61.0,,6.09,6.07,3.82
1.14,Good,I,SI1,63.9,58.0,3639.0,,6.6,4.23
1.0,,,SI2,,58.0,3640.0,6.53,6.48,
,Very Good,F,VVS2,,58.0,,5.76,5.85,
1.03,Very Good,J,SI2,,57.0,3640.0,6.41,6.43,4.05
1.0,Fair,,SI2,65.1,,3640.0,6.27,6.15,
1.0,Premium,H,SI2,59.1,,,6.5,6.47,
,Good,H,SI2,64.1,61.0,3640.0,6.36,6.27,4.05
1.0,,H,SI2,,,3640.0,6.52,6.41,3.85
1.0,Good,I,SI1,57.6,,3640.0,6.56,6.52,3.77
1.0,Good,H,SI2,63.8,55.0,3640.0,6.28,6.24,4.0
1.0,,I,SI1,,54.0,,6.39,,4.03
,Premium,,VS1,59.7,62.0,3640.0,,6.46,3.87
1.0,Premium,G,,63.0,,3640.0,6.37,6.33,4.0
1.0,Good,H,SI2,63.8,,3640.0,,6.28,
,Very Good,,,62.6,60.0,3641.0,5.91,,
0.85,Ideal,F,,62.4,57.0,3641.0,6.13,,
0.71,Premium,G,IF,62.0,,3642.0,5.67,5.72,3.53
,Ideal,F,SI2,62.7,57.0,3642.0,6.16,6.21,
,,J,VS1,62.4,,3643.0,6.13,6.18,3.84
0.9,Very Good,D,SI2,58.8,,3643.0,6.24,6.28,
0.77,Very Good,D,VS1,62.4,,,5.82,5.87,3.65
,Very Good,E,SI1,61.9,,3643.0,5.87,5.95,3.66
0.9,,H,SI1,63.0,58.0,,,6.18,3.88
1.16,Premium,D,I1,61.8,59.0,3644.0,6.74,6.78,4.18
0.9,,,VS1,63.3,59.0,3644.0,6.06,6.1,3.85
0.9,Ideal,,,61.5,,3644.0,,6.23,3.81
0.9,Very Good,I,VS1,62.2,,3644.0,6.13,6.18,
,Very Good,G,SI2,,,3644.0,6.29,6.34,
,Ideal,F,VVS2,61.7,58.0,3644.0,,,3.51
0.91,Premium,E,,61.0,58.0,3644.0,6.31,6.27,
0.91,Premium,F,SI1,,59.0,3644.0,6.23,6.18,
0.77,,D,VS1,62.1,,3644.0,5.85,5.8,3.62
1.16,Good,G,SI2,63.7,57.0,,,,4.19
1.0,Good,,SI2,61.4,61.0,3646.0,6.32,6.35,3.89
0.93,Premium,H,SI1,62.8,58.0,3646.0,6.24,6.21,3.91
0.77,Ideal,F,VS1,,56.0,3647.0,,,3.62
0.8,,E,VS2,62.2,,,,5.98,3.71
,Ideal,,VVS1,61.9,54.0,3648.0,5.87,5.9,
0.76,Ideal,F,VS2,61.9,57.0,3648.0,5.83,5.86,3.62
,,G,VS1,61.3,,3648.0,,5.94,
0.92,Premium,G,,,58.0,3648.0,6.4,,3.73
0.76,Ideal,E,VS1,,,,5.94,5.99,3.61
0.92,Good,,SI1,63.3,57.0,3649.0,6.17,6.22,
,Very Good,G,SI1,63.6,57.0,3649.0,6.09,6.12,3.88
0.9,,G,,63.5,59.0,3649.0,6.07,6.11,3.87
0.73,,E,,61.7,57.0,,,5.8,3.57
0.92,Premium,G,SI2,62.9,58.0,3650.0,,6.15,
0.93,,J,VS1,,53.0,3651.0,6.22,6.26,3.93
1.02,,J,VS2,58.9,60.0,3651.0,6.57,6.53,3.86
,Good,G,SI2,57.8,64.0,3651.0,6.55,6.5,3.77
,Ideal,,VS1,61.5,,3652.0,6.01,,
,Premium,H,SI2,58.8,60.0,3652.0,6.45,,3.77
0.8,Very Good,F,VS2,62.3,57.0,3653.0,5.91,5.94,
0.91,Very Good,F,SI2,61.6,59.0,,6.14,6.24,3.81
0.8,Ideal,F,VS2,62.0,55.0,3653.0,,,
0.76,Very Good,G,VVS2,,56.0,,,5.85,3.63
1.01,Good,J,VS2,,58.0,3655.0,6.3,,
0.77,Ideal,,VS1,60.9,58.0,3655.0,5.91,,3.61
,Premium,D,I1,61.9,,3655.0,,6.63,4.11
,Very Good,G,,63.5,59.0,3655.0,6.52,6.46,4.12
1.02,Premium,,,62.5,58.0,3656.0,6.42,6.34,
,Very Good,I,,63.3,58.0,3656.0,,6.1,3.85
,,H,VS2,61.9,56.0,3656.0,5.68,,3.53
0.7,Ideal,,VS2,60.8,56.0,3656.0,5.74,5.77,
,Ideal,J,VS1,62.6,54.0,3656.0,6.15,6.18,3.86
1.02,Good,,SI2,64.0,57.0,3656.0,6.41,6.37,
1.02,Ideal,I,SI1,62.9,57.0,3656.0,6.41,6.37,4.02
1.01,Premium,J,SI2,61.9,,3658.0,6.38,6.34,3.94
0.96,Fair,H,VS2,68.8,56.0,,,5.98,4.16
,Very Good,F,SI2,62.4,58.0,3659.0,6.17,6.21,3.86
0.9,,,SI1,62.8,64.0,3659.0,,5.99,3.82
0.73,,E,VS1,60.9,55.8,,5.8,5.85,3.55
0.9,Good,E,SI2,59.9,61.0,,,6.2,3.7
,Good,,,63.3,,3660.0,6.01,,3.83
1.09,Premium,I,SI1,62.7,60.0,3662.0,6.57,6.51,
0.9,Premium,,SI2,62.2,60.0,3662.0,6.15,,
0.9,,E,SI2,62.4,57.0,3662.0,,6.17,
0.9,,E,SI2,,,3662.0,6.17,6.23,3.8
,Premium,E,,60.8,60.0,3662.0,6.21,6.25,3.79
0.9,Very Good,E,SI2,,60.0,,6.09,,3.84
0.9,Ideal,E,SI2,62.0,55.0,,,6.23,
0.7,Ideal,,VS1,61.2,56.0,,5.73,5.76,
,Very Good,H,I1,61.6,56.0,3663.0,6.8,6.87,4.21
,Good,,,64.3,55.0,3663.0,6.12,,3.9
0.9,Premium,I,VS2,60.1,59.0,,6.37,6.25,3.79
,Very Good,I,VS2,,,3664.0,6.2,6.26,3.8
0.87,Very Good,,SI1,60.2,,3664.0,6.12,6.17,
0.91,,G,SI2,62.3,56.0,3664.0,,6.22,3.86
1.01,Premium,,SI2,59.6,62.0,3665.0,6.56,,3.89
0.91,Ideal,E,SI1,,56.0,3665.0,6.26,6.22,3.79
1.01,Premium,H,SI2,59.6,60.0,3665.0,6.5,6.55,3.89
1.19,Ideal,H,I1,,,3665.0,,,4.19
,Very Good,,,60.2,62.0,3665.0,7.0,,
,Premium,,SI1,62.2,58.0,3665.0,6.29,6.18,3.86
1.01,,J,,63.6,54.0,3665.0,6.44,6.36,4.07
,Very Good,J,VS1,62.1,,,6.16,6.24,3.85
0.9,Good,I,VS1,63.5,61.0,3666.0,5.96,,
0.73,Ideal,,VVS1,61.3,56.0,3667.0,5.79,,3.56
0.7,Very Good,,,60.6,60.0,,5.71,5.75,3.47
0.78,,,VS2,,56.0,,,,3.66
,Premium,,SI2,62.2,,,,,
0.74,Ideal,,,61.4,,,,5.83,3.57
1.03,Very Good,F,SI2,,57.0,3668.0,,6.38,4.04
0.73,Very Good,F,VVS2,63.8,,,5.69,,
0.95,Premium,J,,,,3669.0,6.23,,3.91
0.85,,D,,60.3,57.0,,6.09,6.22,3.71
,,G,VVS1,61.9,,3669.0,5.76,5.8,
0.9,,G,SI1,,65.0,3669.0,6.25,6.29,3.62
0.9,Good,G,SI1,65.2,58.0,,,6.06,3.93
1.04,Premium,J,SI2,62.0,59.0,,6.49,6.47,
,Premium,H,SI1,,58.0,3669.0,6.16,6.13,3.86
,Good,,SI1,,60.0,,6.11,6.07,
0.91,,I,,61.9,57.0,,6.24,6.19,3.85
0.9,,,SI1,63.1,59.0,3669.0,6.15,,3.87
0.9,Good,I,IF,63.7,64.0,3669.0,6.07,6.02,3.85
0.9,Good,,,63.7,58.0,3669.0,6.12,,3.89
0.9,Good,H,VS1,,,3669.0,6.05,6.01,3.86
,Good,G,SI1,63.8,,3669.0,6.08,,3.87
0.9,Very Good,G,SI1,63.2,59.0,3669.0,6.1,6.05,3.84
,Premium,G,SI1,62.0,,3669.0,6.13,6.07,
1.12,,I,,61.2,,3669.0,6.72,6.68,4.1
1.0,Fair,F,SI1,66.7,,3669.0,6.07,,4.02
1.04,Ideal,H,,,57.0,3669.0,6.53,6.43,4.02
,,I,VS1,62.5,55.0,,6.25,6.2,
,,,SI1,61.9,59.0,3669.0,6.18,6.13,3.81
1.12,,I,,,57.0,,6.5,6.47,4.19
1.17,,H,I1,62.8,,3669.0,6.71,,4.21
1.13,Ideal,H,I1,61.1,56.0,3669.0,,,4.12
0.91,,H,,62.2,60.0,3669.0,6.22,,3.85
1.04,Ideal,I,,,56.0,,6.6,6.54,3.92
0.9,,,SI1,,62.0,3669.0,6.08,,3.8
,Very Good,,,,59.0,3670.0,5.64,5.69,3.55
,Ideal,,SI1,62.2,56.0,3670.0,6.04,6.09,
,Ideal,H,SI2,,,3670.0,6.79,6.77,4.11
1.01,,H,SI2,63.0,59.0,3671.0,6.33,6.27,
1.01,Fair,G,SI1,66.1,56.0,3671.0,6.26,6.2,4.12
,Good,D,SI2,,61.0,,6.13,,3.89
0.76,Ideal,G,VVS1,,54.7,3671.0,5.83,,
0.78,,,,,57.0,3671.0,5.95,6.0,3.61
1.01,Very Good,D,SI2,59.1,63.0,,6.59,,3.88
0.95,,,SI2,,,3671.0,6.44,6.36,3.88
0.78,Very Good,D,,,60.0,3672.0,5.97,6.03,3.59
1.0,Good,,,,62.0,,6.36,,3.88
1.06,Premium,,SI2,61.3,,3672.0,6.52,6.59,4.02
,Premium,F,SI2,61.1,59.0,,6.54,,4.02
0.7,,G,IF,60.2,57.0,3672.0,,,
0.8,Very Good,,VS1,62.7,,3673.0,5.9,5.94,3.71
0.73,Ideal,D,VS2,,54.0,,,5.8,3.6
0.82,,G,SI1,,58.0,3674.0,6.02,5.98,
0.71,Ideal,,SI1,,56.0,3674.0,5.7,,
0.71,Ideal,D,,60.6,,3674.0,5.78,5.81,
0.96,Fair,E,SI2,57.7,67.0,3674.0,6.49,6.46,
1.01,Premium,E,,62.3,55.0,3674.0,6.35,6.29,3.94
1.0,Ideal,F,,61.1,,3674.0,6.51,6.47,3.97
,Premium,,VS2,61.5,58.0,,,,3.97
1.01,Very Good,E,SI2,63.3,,3674.0,6.4,6.31,4.02
,Premium,H,SI1,,58.0,,6.19,6.23,
,Premium,D,,62.3,58.0,3675.0,6.5,6.4,4.03
,Ideal,H,VVS1,62.0,56.0,3675.0,5.92,5.96,3.68
,Premium,E,VS1,60.5,57.0,,,5.53,3.36
1.0,Good,,,63.4,60.0,3676.0,6.22,6.34,3.98
,,H,SI2,60.3,59.0,3676.0,6.51,6.45,3.91
1.01,Fair,H,VS1,67.1,,,6.16,6.09,4.11
,Premium,H,SI2,61.6,60.0,3676.0,6.22,6.18,3.82
1.01,Very Good,,SI1,63.2,55.0,3676.0,,6.32,4.02
,,,SI1,,59.0,3676.0,,,
0.9,Ideal,J,IF,62.2,,3677.0,6.17,6.14,3.83
,Ideal,I,VS1,61.6,56.0,3677.0,6.22,6.16,
1.13,Ideal,,,62.2,55.0,,6.65,6.69,4.15
1.1,,F,I1,61.8,56.0,3678.0,6.61,6.65,
1.1,Very Good,F,,59.8,,3678.0,6.65,,3.99
0.9,Very Good,F,SI1,63.6,,3679.0,,6.13,3.89
0.75,,D,VS2,61.1,,3679.0,,5.89,
,Very Good,E,SI2,63.2,54.0,3679.0,6.29,,3.96
1.0,Good,J,SI1,63.9,60.0,3679.0,6.26,6.19,3.98
,,F,SI2,62.3,57.0,,6.19,,
0.9,,H,,62.0,62.0,3679.0,6.13,6.03,3.77
0.31,Very Good,I,VVS1,62.2,60.0,571.0,,4.32,
0.31,,D,,,60.0,571.0,4.38,4.39,2.67
0.31,Good,D,,63.5,55.0,,4.27,4.3,2.72
0.31,Ideal,D,,62.4,,571.0,4.33,,2.71
,Very Good,E,,64.0,54.0,572.0,,,2.65
0.28,,E,VVS2,60.1,62.0,572.0,4.25,4.27,
,Very Good,F,,58.9,62.0,572.0,4.27,,2.53
0.38,Ideal,,,62.3,,572.0,4.63,4.65,2.89
0.24,Ideal,F,VS1,62.7,54.0,,3.99,4.02,
,Ideal,F,VS1,61.8,,572.0,3.99,4.03,2.48
0.37,Ideal,F,SI2,,,,,4.68,
0.3,Ideal,H,SI1,61.6,,572.0,4.28,4.32,2.65
,,I,SI1,62.8,,572.0,4.43,4.39,2.77
0.33,,I,SI1,62.7,,572.0,,4.4,2.77
0.33,Ideal,I,SI1,61.5,57.0,572.0,4.49,4.46,2.75
,Premium,I,SI1,61.4,,572.0,4.5,,2.75
,,,SI1,,59.0,572.0,4.51,4.46,2.75
,,,SI1,63.2,58.0,572.0,4.38,4.36,2.76
0.33,Good,I,SI1,63.6,57.0,572.0,4.42,,
0.42,Very Good,G,SI2,59.5,61.0,,4.85,4.9,2.9
0.34,Ideal,G,VS2,61.6,56.0,573.0,,4.51,2.77
0.3,Ideal,F,VS2,61.6,56.0,,4.3,4.33,2.66
0.3,,,VS2,61.9,56.0,573.0,4.32,4.34,2.68
,Ideal,F,VS2,62.2,55.0,,4.3,4.32,2.68
0.3,Ideal,F,VS2,62.5,54.0,573.0,4.29,4.32,2.69
,Ideal,F,VS2,,55.0,573.0,,4.34,
0.3,,F,VS2,61.1,,,4.36,,
,Ideal,,,60.9,,573.0,4.35,4.39,2.66
0.3,Ideal,,VS2,61.9,54.0,,4.29,4.33,
0.3,Ideal,F,VS2,61.7,,573.0,,4.31,2.65
0.92,Premium,E,,61.8,59.0,3679.0,6.19,,3.8
0.76,Ideal,F,,62.2,56.0,3680.0,5.83,,3.64
,,G,SI1,63.0,57.0,3681.0,6.13,,3.88
1.01,Very Good,G,SI2,,58.0,,,,3.99
0.91,,F,SI2,61.4,60.0,3682.0,,,3.82
0.8,,D,SI2,,,3682.0,5.98,5.96,3.7
0.7,Ideal,F,VVS1,,57.0,3683.0,5.62,5.67,3.53
0.92,,F,SI1,62.6,59.0,3684.0,6.23,6.19,3.89
0.93,Very Good,I,SI1,58.9,60.0,3685.0,,6.48,3.8
0.84,Ideal,,SI1,62.4,57.0,3685.0,6.03,6.08,3.78
1.0,,J,,62.0,62.0,3685.0,6.42,,
1.0,Premium,,VS2,60.7,,3685.0,6.5,,3.92
,,F,SI2,,58.0,3686.0,,6.47,4.02
1.21,,I,I1,,57.0,3686.0,6.94,6.89,4.24
0.91,Very Good,F,,61.2,59.0,3688.0,6.2,6.22,3.8
,Ideal,I,SI2,62.4,,3688.0,6.69,6.62,4.15
0.96,Fair,F,SI2,,58.0,3688.0,6.14,,3.99
0.9,,D,SI1,59.5,57.0,3689.0,6.29,6.21,3.72
0.9,,,,60.7,61.0,3689.0,6.17,,3.75
0.81,Very Good,F,VS1,62.7,56.0,3689.0,5.92,5.98,3.73
,Good,,,63.6,,3689.0,6.07,6.03,
0.9,Fair,D,SI1,,59.0,3689.0,6.1,6.03,3.93
,Fair,D,SI1,64.5,,,,6.01,3.89
0.9,Good,D,SI1,64.1,56.0,,,6.04,3.88
0.9,Good,,SI1,63.9,57.0,3689.0,,6.04,
,Premium,,,,,3689.0,5.75,5.68,3.59
0.93,,G,SI2,62.2,,3689.0,6.27,6.24,3.89
,,,VS1,64.2,58.0,,5.65,5.6,3.61
0.72,Ideal,E,VS1,62.1,54.0,3690.0,5.74,5.76,3.57
,Good,,SI1,,,,6.37,6.4,3.94
0.96,Premium,H,SI2,59.4,56.0,3690.0,6.47,6.42,3.83
,,F,I1,61.3,57.0,3690.0,6.68,6.62,4.08
0.94,Very Good,D,SI2,60.9,62.0,3691.0,6.22,6.3,3.81
,Very Good,F,,,58.0,3692.0,5.63,5.73,
0.77,Very Good,F,,,,,5.85,,3.67
1.03,,,,60.4,56.0,3692.0,6.56,6.53,3.95
1.11,,I,SI2,,,3692.0,6.69,,4.09
,Very Good,F,,,,3692.0,6.35,,4.01
,Ideal,H,SI2,60.5,,3692.0,6.58,6.52,3.96
1.23,,E,I1,,56.0,3692.0,6.76,,4.49
0.97,,H,SI2,61.6,55.0,3694.0,6.37,6.32,3.91
0.74,,F,VS1,62.0,54.0,,5.85,5.81,3.62
1.21,,,VS2,59.0,60.0,3694.0,6.93,6.88,4.07
1.0,,F,SI2,62.3,56.0,3696.0,6.34,6.27,3.93
1.1,Good,,SI2,57.6,61.0,3696.0,6.82,6.73,
1.0,Good,E,SI2,,65.0,3696.0,6.55,6.59,3.79
1.2,Very Good,H,I1,58.6,57.0,3696.0,,,
0.9,Good,F,,64.0,59.0,3696.0,5.97,5.99,3.83
,Fair,,SI1,66.5,,,,6.19,
1.0,,G,SI2,,59.0,3696.0,6.54,6.5,3.85
1.0,Good,E,SI1,57.6,,3696.0,6.47,,3.72
,Premium,G,,63.0,59.0,,6.5,,0.0
1.1,Premium,I,SI2,,59.0,3696.0,6.55,6.51,4.08
1.1,,,VS2,61.2,57.0,3696.0,6.66,6.61,4.06
1.5,Good,,I1,63.7,61.0,3696.0,7.22,,
,Fair,H,,65.6,57.0,3696.0,6.73,6.57,
0.75,Ideal,D,VS1,62.4,54.0,3696.0,5.86,5.84,3.65
0.77,,,,,56.0,3697.0,5.87,,3.65
0.9,Very Good,,SI2,,58.0,,6.08,6.14,3.88
0.92,Ideal,G,,63.0,57.0,,6.16,6.13,3.87
0.9,,H,,64.7,58.0,,5.98,6.01,3.88
,Premium,,VS2,59.7,,3697.0,6.08,,3.62
1.31,Premium,J,SI2,59.7,,,7.06,7.01,4.2
1.01,Good,,SI1,63.6,54.0,3699.0,6.44,6.36,
0.9,Very Good,F,SI1,63.8,,3699.0,,,3.9
0.9,Very Good,,SI1,,,3699.0,6.06,6.11,3.86
0.9,Good,,SI1,,58.0,,6.24,6.28,3.63
1.0,Fair,G,SI1,66.1,62.0,3700.0,6.1,6.03,4.01
,Very Good,,,63.4,,3700.0,6.51,6.47,4.12
,,,SI2,,61.0,3701.0,6.66,6.61,3.94
1.02,Premium,H,SI2,59.2,59.0,3701.0,6.57,,
,Good,H,VS2,63.6,,3701.0,6.03,5.97,3.8
0.9,Premium,,,59.2,60.0,3701.0,6.31,6.23,3.71
0.71,Ideal,,,61.1,56.0,3701.0,5.76,5.8,3.53
0.71,Ideal,F,VS1,61.0,56.0,,5.77,5.8,3.53
,Good,,VS1,61.8,,3701.0,5.73,5.76,3.55
,Ideal,,SI1,61.7,,3702.0,5.85,,3.63
,,,SI2,61.1,59.0,3703.0,6.2,6.24,
,,E,SI2,62.8,61.0,,6.07,,3.82
0.91,Very Good,I,SI1,62.8,,,6.09,6.18,3.85
0.9,,F,,60.5,,3704.0,6.23,6.2,3.76
0.9,Ideal,F,,62.6,,3704.0,,6.13,
,,F,,60.1,59.0,,6.31,6.24,3.77
0.9,Premium,,SI2,62.3,57.0,3704.0,6.18,6.15,
,Premium,,SI2,58.0,,3704.0,6.41,6.34,3.7
,Premium,,,61.5,59.0,3704.0,,6.2,3.82
0.9,Premium,F,,62.0,,3704.0,,6.14,3.81
,Premium,F,SI2,61.4,62.0,3704.0,6.2,6.11,
,Premium,F,,60.3,55.0,3704.0,6.35,,3.81
0.73,Very Good,F,,,57.0,3705.0,,5.76,
0.85,Very Good,F,VS2,62.2,56.0,3705.0,6.01,,3.76
